2026-06-04 12:5929,Japp,0.96,287,406,981,648
2026-06-04 12:5929,Japp,0.96,287,408,982,647
2026-06-04 12:5929,Japp,0.32,587,415,973,598
2026-06-04 12:5929,Japp,0.97,286,407,980,647
2026-06-04 12:5929,Japp,0.28,531,413,972,588
2026-06-04 12:5929,Japp,0.92,287,408,983,646
2026-06-04 12:5929,Japp,0.41,775,419,979,583
2026-06-04 12:5929,Japp,0.96,289,416,989,639
2026-06-04 12:5930,Japp,0.96,290,416,987,638
2026-06-04 12:5930,Japp,0.97,288,417,987,638
2026-06-04 12:5930,Japp,0.96,285,416,985,638
2026-06-04 12:5930,Japp,0.96,282,420,983,639
2026-06-04 12:5930,Japp,0.96,282,426,984,641
2026-06-04 12:5930,Japp,0.97,278,432,981,658
2026-06-04 12:5930,Japp,0.92,273,432,978,666
2026-06-04 12:5930,Japp,0.86,265,438,971,683
2026-06-04 12:5930,Japp,0.83,264,439,968,690
2026-06-04 12:5930,Japp,0.88,258,443,960,693
2026-06-04 12:5930,Japp,0.87,260,446,958,692
2026-06-04 12:5930,Japp,0.87,248,445,951,693
2026-06-04 12:5930,Japp,0.83,246,445,950,694
2026-06-04 12:5930,Japp,0.80,245,443,946,695
2026-06-04 12:5930,Japp,0.82,248,448,950,694
2026-06-04 12:5930,Japp,0.87,252,457,955,700
2026-06-04 12:5930,Japp,0.80,258,465,956,707
2026-06-04 12:5930,Chocolate_Toffee,0.28,268,484,1347,1080
2026-06-04 12:5934,Daim,0.58,316,435,971,797
2026-06-04 12:5934,Daim,0.64,391,429,980,732
2026-06-04 12:5935,Daim,0.73,425,404,1019,679
2026-06-04 12:5935,Daim,0.49,438,397,1036,672
2026-06-04 12:5935,Daim,0.51,447,397,1029,668
2026-06-04 12:5935,Daim,0.72,464,394,1040,675
2026-06-04 12:5935,Daim,0.71,450,402,1029,671
2026-06-04 12:5935,Daim,0.66,460,391,1037,675
2026-06-04 12:5935,Daim,0.71,437,400,1030,675
2026-06-04 12:5935,Daim,0.73,440,402,1031,676
2026-06-04 12:5935,Daim,0.64,467,386,1040,666
2026-06-04 12:5935,Daim,0.72,469,382,1044,663
2026-06-04 12:5935,Daim,0.79,471,380,1049,663
2026-06-04 12:5935,Daim,0.84,471,380,1051,664
2026-06-04 12:5935,Daim,0.73,475,379,1056,665
2026-06-04 12:5935,Daim,0.56,476,383,1061,670
2026-06-04 12:5935,Daim,0.59,470,384,1061,669
2026-06-04 12:5935,Daim,0.74,479,386,1073,674
2026-06-04 12:5935,Daim,0.70,477,398,1074,677
2026-06-04 12:5935,Daim,0.82,475,403,1080,678
2026-06-04 12:5935,Daim,0.86,483,404,1088,685
2026-06-04 12:5935,Daim,0.84,489,402,1090,684
2026-06-04 12:5936,Daim,0.86,484,402,1088,680
2026-06-04 12:5936,Daim,0.85,481,401,1086,681
2026-06-04 12:5936,Daim,0.77,479,400,1081,678
2026-06-04 12:5936,Daim,0.76,478,398,1083,676
2026-06-04 12:5936,Daim,0.80,489,397,1085,675
2026-06-04 12:5936,Daim,0.79,492,396,1088,675
2026-06-04 12:5936,Daim,0.79,499,403,1086,693
